Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
North Valley Landfill (Nvl),Sanitary Landfill,41.992,-112.051,United States,USA,286495.3562,72727.19,276.7,,Climate TRACE,,,,286495.3562,2021,,,,1835964090,,
"青岛路, Fengtai, Pingdu City, Qingdao City, Shandong, 266700, China",Dumpsites,36.79392190581542,120.0234934573188,China,CHN,317422.1526,13887.87564,240.6072116,,Climate TRACE,,,,317422.1526,2021,,,,1835964228,,
"溪洛渡街道, Zhaotong City, Yunnan, China",Dumpsites,28.214388917277706,103.60517723692024,China,CHN,364597.9835,15951.9158,276.3666727,,Climate TRACE,,,,364597.9835,2021,,,,1835964091,,
"Rejosari, Kudus, Central Java, Indonesia",Dumpsites,-6.76577882383104,110.90890863088279,Indonesia,IDN,317301.3916,13882.59209,240.5156743,,Climate TRACE,,,,317301.3916,2021,,,,1835964229,,
"Sattahip, Chon Buri Province, 20180, Thailand",Dumpsites,12.683308914037644,100.87406824718198,Thailand,THA,364434.8094,15944.7766,276.2429861,,Climate TRACE,,,,364434.8094,2021,,,,1835964092,,
Bonny Glen Landfill,Sanitary Landfill,-40.051682200861,175.278524570167,New Zealand,NZL,152091.0321,6928.598176,240.0756935,,Climate TRACE,,,,152091.0321,2021,,,,1835964230,,
"Nh27, Jetpur Taluka, Rajkot, Gujarat, India",Dumpsites,21.736248380576157,70.52240611974848,India,IND,334811.9575,17350.10086,275.7894505,,Climate TRACE,,,,334811.9575,2021,,,,1835964093,,
"Rua Projetada 3, João De Deus, Petrolina, Região Geográfica Imediata De Petrolina, Região Administrativa Integrada De Desenvolvimento Do Polo Petrolina E Juazeiro, Região Geográfica Intermediária De Petrolina, Pernambuco, Northeast Region, 56316-827, Brazil",Dumpsites,-9.356120324634782,-40.53027781092142,Brazil,BRA,227516.8818,14556.20922,240.0294336,,Climate TRACE,,,,227516.8818,2021,,,,1835964231,,
"Tong'An District, Xiamen, Fujian, China, Site 1",Dumpsites,24.69391857657647,118.14112483061531,China,CHN,363802.2409,15917.10042,275.7634968,,Climate TRACE,,,,363802.2409,2021,,,,1835964094,,
"Kedaung Wetan, Neglasari, Tangerang, Banten, 15129, Indonesia",Dumpsites,-6.140499364172412,106.61612364052729,Indonesia,IDN,316466.5072,13846.06417,239.8828287,,Climate TRACE,,,,316466.5072,2021,,,,1835964232,,
"Mtwara, Mtwara Municipal, Mtwara, Coastal Zone, Tanzania",Dumpsites,-10.324194972357002,40.20512194029895,Tanzania,TZA,334000.6862,22771.85373,275.4638746,,Climate TRACE,,,,334000.6862,2021,,,,1835964095,,
"Baía Formosa, Região Geográfica Imediata De Canguaretama, Região Geográfica Intermediária De Natal, Rio Grande Do Norte, Northeast Region, 59194-000, Brazil",Dumpsites,-6.428489064886501,-34.9993136898493,Brazil,BRA,227339.3289,14544.84964,239.842116,,Climate TRACE,,,,227339.3289,2021,,,,1835964233,,
"Yuantan, Qingcheng District, Qingyuan City, Guangdong Province, China",Dumpsites,23.62720357008463,113.28320782387186,China,CHN,362757.8844,15871.40766,274.9718705,,Climate TRACE,,,,362757.8844,2021,,,,1835964096,,
"Bilaspur, Bilaspur Tahsil, Bilaspur, Chhattisgarh, 495004, India",Dumpsites,22.18090787396154,82.11432748184363,India,IND,290437.6038,15050.6026,239.2376538,,Climate TRACE,,,,290437.6038,2021,,,,1835964234,,
"东西大道, Haiyan County, Jiaxing, Zhejiang, China",Dumpsites,30.514467206505,120.90049119933795,China,CHN,362599.2678,15864.46786,274.8516385,,Climate TRACE,,,,362599.2678,2021,,,,1835964097,,
"Birandahalli, Bangarapet Taluk, Kolar District, Karnataka, 563114, India",Dumpsites,13.020871844557751,78.1587388212311,India,IND,290437.0488,15050.57384,239.2371966,,Climate TRACE,,,,290437.0488,2021,,,,1835964235,,
Lyon Development Lf,Sanitary Landfill,42.51,-83.62,United States,USA,5988446.119,460570.7208,274.55,,Climate TRACE,,,,5988446.119,2021,,,,1835964098,,
"Sukaasih, Tangerang Regency, Banten, 15560, Indonesia, Site 1",Dumpsites,-6.157077142064553,106.53136448424543,Indonesia,IDN,315529.1618,13805.05337,239.1723173,,Climate TRACE,,,,315529.1618,2021,,,,1835964236,,
"Wat Amara, 110, Doun Kaev, Takeo, 21402, Cambodia",Dumpsites,10.979814379972884,104.7980221562273,Cambodia,KHM,361974.513,15837.13354,274.3780719,,Climate TRACE,,,,361974.513,2021,,,,1835964099,,
"Jalan Ma Kemi, Wangunharja, West Java, 17530, Indonesia",Dumpsites,-6.305691514504299,107.14048194876553,Indonesia,IDN,315508.1844,13804.13557,239.1564164,,Climate TRACE,,,,315508.1844,2021,,,,1835964237,,
"Railway Colony, Latchanipalli, Gooty, Ananthapuramu, Andhra Pradesh, 515401, India",Dumpsites,15.134334379553994,77.61732995293492,India,IND,332484.8745,17229.51041,273.8725986,,Climate TRACE,,,,332484.8745,2021,,,,1835964100,,
"Way Napal, Pesisir Barat, Lampung, Indonesia",Dumpsites,-5.228273316704799,103.97497868511644,Indonesia,IDN,315290.9532,13794.63125,238.9917542,,Climate TRACE,,,,315290.9532,2021,,,,1835964238,,
Congress Development Company Lf,Sanitary Landfill,41.8721,-87.8885,United States,USA,8039125.111,277163.6833,273.31,,Climate TRACE,,,,8039125.111,2021,,,,1835964101,,
"沈杜公路, 沈庄, Pudong, Shanghai, 2868, China",Dumpsites,31.088210508560316,121.57532115613957,China,CHN,313570.1813,13719.34393,237.6874025,,Climate TRACE,,,,313570.1813,2021,,,,1835964239,,
"Weston, Sabah, Malaysia",Dumpsites,5.201305403205574,115.60685641612444,Malaysia,MYS,239498.2009,10478.5416,272.3108351,,Climate TRACE,,,,239498.2009,2021,,,,1835964102,,
"Balaji Colony, Jhansi, Uttar Pradesh, 284002, India",Dumpsites,25.481859676644383,78.58011857452503,India,IND,288320.2639,14940.88113,237.4935702,,Climate TRACE,,,,288320.2639,2021,,,,1835964240,,
"Ribeirão Cascalheira, Região Geográfica Imediata De Água Boa, Região Geográfica Intermediária De Barra Do Garças, Mato Grosso, Central-West Region, Brazil",Dumpsites,-12.943809648261048,-51.839135734752645,Brazil,BRA,257515.5753,16475.48333,271.6779397,,Climate TRACE,,,,257515.5753,2021,,,,1835964103,,
Munster Lf,Sanitary Landfill,41.532,-87.5068,United States,USA,1851282.0,63999.0,237.226275,,Climate TRACE,,,,1851282.0,2021,,,,1835964241,,
"Đạ Huoai District, Lâm Đồng Province, 814690, Vietnam",Dumpsites,11.40330517483259,107.49721476915454,Vietnam,VNM,357862.7157,15657.2339,271.2613138,,Climate TRACE,,,,357862.7157,2021,,,,1835964104,,
"港头, Luoyuan, Luoyuan County, Fuzhou City, Fujian, China",Dumpsites,26.503595681707427,119.56152098148448,China,CHN,312085.0904,13654.36813,236.5616979,,Climate TRACE,,,,312085.0904,2021,,,,1835964242,,
South Boston Sanitary Lf,Sanitary Landfill,36.71878,-78.900998,United States,USA,255832.3098,43931.0,270.5552574,,Climate TRACE,,,,255832.3098,2021,,,,1835964105,,
River Bend Prairie Landfill,Sanitary Landfill,41.6446,-87.5979,United States,USA,10908698.23,17130.36945,236.39,,Climate TRACE,,,,10908698.23,2021,,,,1835964243,,
"Yihua Road, 张家边社区, Torch Hi-Tech Industrial Development Zone Subdistrict, Zhongshan, Zhongshan Port, Guangdong Province, China",Dumpsites,22.542926072520657,113.47252600973489,China,CHN,356416.8517,15593.97436,270.1653433,,Climate TRACE,,,,356416.8517,2021,,,,1835964106,,
"Jungut Batu, Jungutbatu, Bali, 80372, Indonesia",Dumpsites,-8.670584599580495,115.4592564587069,Indonesia,IDN,311770.5235,13640.60517,236.323255,,Climate TRACE,,,,311770.5235,2021,,,,1835964244,,
"Asola, Sohna, Gurugram, Haryana, 122011, India",Dumpsites,28.411360738677256,77.13386306956968,India,IND,327958.0281,16994.92727,270.1437698,,Climate TRACE,,,,327958.0281,2021,,,,1835964107,,
"Jiangkou, Ganxian District, Ganzhou, Jiangxi, China",Dumpsites,25.980928181379443,115.14306494307358,China,CHN,311759.7172,13640.13238,236.3150638,,Climate TRACE,,,,311759.7172,2021,,,,1835964245,,
"Upper Matin-Ao, Magsaysay, South Cotabato, Soccsksargen, 9504, Philippines",Dumpsites,6.186024699245134,125.07272368195538,Philippines,PHL,355897.141,15571.23595,269.7714007,,Climate TRACE,,,,355897.141,2021,,,,1835964108,,
Fort Bliss Municipal Solid Waste Landfill,Sanitary Landfill,31.881891,-106.392998,United States,USA,186715.0,6804.0,235.936,,Climate TRACE,,,,186715.0,2021,,,,1835964246,,
"Lanjiang, Yuyao, Ningbo, Zhejiang, China",Dumpsites,29.99553991669966,121.1108998456443,China,CHN,355651.7381,15560.49906,269.5853843,,Climate TRACE,,,,355651.7381,2021,,,,1835964109,,
Viana Do Castelo,Sanitary Landfill,41.6459633415305,-8.7651586532592,Portugal,PRT,136684.9114,7668.382237,235.7415493,,Climate TRACE,,,,136684.9114,2021,,,,1835964247,,
"Surat Thani Province, 84170, Thailand",Dumpsites,9.610521486723481,99.19470307163557,Thailand,THA,355187.9103,15540.20564,269.2338011,,Climate TRACE,,,,355187.9103,2021,,,,1835964110,,
"Iboku Aro, Obafemi Owode, Ogun, Nigeria",Dumpsites,6.835485377162269,3.483094453357627,Nigeria,NGA,285665.7089,19476.42028,235.6000639,,Climate TRACE,,,,285665.7089,2021,,,,1835964248,,
"Nh49, Belpahar, Jharsuguda, Odisha, 768216, India",Dumpsites,21.859807570049185,83.91806711513065,India,IND,326678.4997,16928.62155,269.0898037,,Climate TRACE,,,,326678.4997,2021,,,,1835964111,,
"Karur, Karur District, Tamil Nadu, 639005, India",Dumpsites,10.928235978422915,78.08327937301135,India,IND,285942.5231,14817.66557,235.5349908,,Climate TRACE,,,,285942.5231,2021,,,,1835964249,,
"Estrada Coronel Joaquim Branco, Jardim Savoy, Itanhaém, Itanhaem, Região Imediata De Santos, Região Metropolitana Da Baixada Santista, Região Geográfica Intermediária De São Paulo, São Paulo, Southeast Region, 11740-000, Brazil",Dumpsites,-24.16714627372478,-46.78099140412413,Brazil,BRA,254326.3079,16271.4385,268.3132749,,Climate TRACE,,,,254326.3079,2021,,,,1835964112,,
"Gongche New Town, Fangchenggang, Shatanjiang, Gangkou District, Fangchenggang City, Guangxi, 538000, China",Dumpsites,21.698134216781423,108.37887261862551,China,CHN,309730.5351,13551.35146,234.776936,,Climate TRACE,,,,309730.5351,2021,,,,1835964250,,
"Wang Sombun, Sa Kaeo Province, Thailand",Dumpsites,13.405717028821108,102.14972513184378,Thailand,THA,353869.6516,15482.52909,268.2345559,,Climate TRACE,,,,353869.6516,2021,,,,1835964113,,
"Sh6, Jamnagar, Jamnagar City Taluka, Jamnagar District, Gujarat, 361006, India",Dumpsites,22.454824113761333,70.02560390010986,India,IND,284819.8565,14759.4885,234.6102341,,Climate TRACE,,,,284819.8565,2021,,,,1835964251,,
"Pancuranmas, Magelang, Central Java, 56125, Indonesia",Dumpsites,-7.470134151053101,110.24543064136245,Indonesia,IDN,353237.4855,15454.87052,267.7553715,,Climate TRACE,,,,353237.4855,2021,,,,1835964114,,
Tondela,Sanitary Landfill,40.4678454907725,-8.15906524658203,Portugal,PRT,135912.5475,7625.050594,234.4094472,,Climate TRACE,,,,135912.5475,2021,,,,1835964252,,
"Sethi Colony, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",Dumpsites,26.9051228589585,75.84830900289263,India,IND,324930.2585,16838.02693,267.6497521,,Climate TRACE,,,,324930.2585,2021,,,,1835964115,,
"Camambugan, Camarines Sur, Bicol Region, 4407, Philippines",Dumpsites,13.714233512085405,123.0287892702548,Philippines,PHL,309094.1108,13523.50658,234.2945239,,Climate TRACE,,,,309094.1108,2021,,,,1835964253,,
"Sekarwangi, West Java, 43551, Indonesia",Dumpsites,-6.931132355949741,106.76835737121881,Indonesia,IDN,352802.9752,15435.85979,267.4260111,,Climate TRACE,,,,352802.9752,2021,,,,1835964116,,
"Rayong, Nam Khok, Rayong Province, 21000, Thailand",Dumpsites,12.711470120379458,101.26564217786346,Thailand,THA,307602.166,13458.23091,233.163624,,Climate TRACE,,,,307602.166,2021,,,,1835964254,,
"Patos, Região Geográfica Imediata De Patos, Região Metropolitana De Patos, Região Geográfica Intermediária De Patos, Paraíba, Northeast Region, 58700-350, Brazil",Dumpsites,-7.046705118047933,-37.23798276768082,Brazil,BRA,253137.0629,16195.35228,267.058626,,Climate TRACE,,,,253137.0629,2021,,,,1835964117,,
County Environmental Landfill Of Clarion,Sanitary Landfill,41.394,-79.289,United States,USA,3945524.466,171057.8964,233.11,,Climate TRACE,,,,3945524.466,2021,,,,1835964255,,
"Balsas, Região Geográfica Imediata De Balsas, Região Geográfica Intermediária De Imperatriz, Maranhão, Northeast Region, 65800-000, Brazil",Dumpsites,-7.540622444352785,-46.02319040902867,Brazil,BRA,253125.659,16194.62267,267.0465949,,Climate TRACE,,,,253125.659,2021,,,,1835964118,,
"Br-155;Pa-155, Xinguara, Região Geográfica Imediata De Xinguara, Região Geográfica Intermediária De Redenção, Pará, North Region, 68545000, Brazil",Dumpsites,-7.068388035793482,-49.90611202441113,Brazil,BRA,220821.8584,14127.87107,232.9662098,,Climate TRACE,,,,220821.8584,2021,,,,1835964256,,
"Suixi County, Zhanjiang City, Guangdong Province, China, Site 1",Dumpsites,21.31637135991075,109.81763569949752,China,CHN,351363.1771,15372.86565,266.3346386,,Climate TRACE,,,,351363.1771,2021,,,,1835964119,,
"Chimur, Chimur Taluka, Chandrapur District, Maharashtra, 442903, India",Dumpsites,20.490091414241018,79.37454669460729,India,IND,282019.8562,14614.39127,232.3038333,,Climate TRACE,,,,282019.8562,2021,,,,1835964257,,
"Tinh Lo 8, Diên Khánh, Diên Khánh District, Khánh Hòa Province, 650000, Vietnam",Dumpsites,12.273285972160993,109.06125282130971,Vietnam,VNM,351200.84,15365.76306,266.2115864,,Climate TRACE,,,,351200.84,2021,,,,1835964120,,
"Gorakhpur, Uttar Pradesh, 273001, India",Dumpsites,26.727251750038523,83.34386936511167,India,IND,281815.3563,14603.794,232.1353838,,Climate TRACE,,,,281815.3563,2021,,,,1835964258,,
"Nh41, Shri Hari Nagar, Mandvi (M), Mandvi Taluka, Kutch District, Gujarat, 370405, India",Dumpsites,22.845782048222347,69.32623608503825,India,IND,322976.5229,16736.7835,266.0404319,,Climate TRACE,,,,322976.5229,2021,,,,1835964121,,
Tri-Cities Recycling,Sanitary Landfill,37.5,-121.99,United States,USA,12609813.41,16.3,231.95,,Climate TRACE,,,,12609813.41,2021,,,,1835964259,,
"Tobias Barreto, Região Geográfica Imediata De Lagarto, Região Geográfica Intermediária De Itabaiana, Sergipe, Northeast Region, 49300-000, Brazil",Dumpsites,-11.144998394743073,-38.02380743585927,Brazil,BRA,252003.9415,16122.85677,265.8631873,,Climate TRACE,,,,252003.9415,2021,,,,1835964122,,
"Hilamonan, Kabankalan, Negros Occidental, Western Visayas, Philippines",Dumpsites,10.008820800342264,122.84823201016474,Philippines,PHL,305922.5054,13384.74229,231.8904348,,Climate TRACE,,,,305922.5054,2021,,,,1835964260,,
"Cikundul, West Java, 43168, Indonesia",Dumpsites,-6.972110353465875,106.90111923254852,Indonesia,IDN,349985.0321,15312.56895,265.2899994,,Climate TRACE,,,,349985.0321,2021,,,,1835964123,,
Dauphin Meadows Lf,Sanitary Landfill,40.54772,-76.86956,United States,USA,12528207.0,131969.0,231.423724,,Climate TRACE,,,,12528207.0,2021,,,,1835964261,,
Kraljevo,Sanitary Landfill,43.7339532,20.7071889,Serbia,SRB,652070.0,18800.0,265.066983,,Climate TRACE,,,,652070.0,2021,,,,1835964124,,
"河西区街道, Tianya, Tianya District, Sanya City, Hainan Province, China",Dumpsites,18.237454194517035,109.36684573634776,China,CHN,304612.7489,13327.43773,230.8976344,,Climate TRACE,,,,304612.7489,2021,,,,1835964262,,
"Kampung Tebedu Bung Padus, Sarawak, Malaysia, Site 1",Dumpsites,1.039503709068346,110.3710350014025,Malaysia,MYS,232130.9867,10156.21074,263.9342701,,Climate TRACE,,,,232130.9867,2021,,,,1835964125,,
South Hills Landfill,Sanitary Landfill,40.27858,-79.99482,United States,USA,6651923.975,7332513.0,230.83,,Climate TRACE,1865.6987643600003,992.9569733599998,Carbon Mapper,6651923.975,2021,1948.0,2056.0,Open,1835964263,1007691.0,GAO20210514t153248p0000-1_l3a-ch4-mf-v1_plume.tif
"Rawa Burung, Tangerang Regency, Banten, 15214, Indonesia",Dumpsites,-6.098252186009709,106.67222998603744,Indonesia,IDN,348113.1579,15230.67059,263.8711116,,Climate TRACE,,,,348113.1579,2021,,,,1835964126,,
"Jalan Trans Kalimantan, Sempayang, Malinau, North Kalimantan, Indonesia",Dumpsites,3.49580529263784,116.64124166187091,Indonesia,IDN,304478.2252,13321.55204,230.7956649,,Climate TRACE,,,,304478.2252,2021,,,,1835964264,,
"Kampung Melayu Roban, Roban, Sarawak, Malaysia",Dumpsites,1.900722620050383,111.27661712913238,Malaysia,MYS,231679.7893,10136.46992,263.421256,,Climate TRACE,,,,231679.7893,2021,,,,1835964127,,
"Santo Estêvão, Região Geográfica Imediata De Feira De Santana, Região Geográfica Intermediária De Feira De Santana, Bahia, Northeast Region, Brazil",Dumpsites,-12.40326291079006,-39.245915415396624,Brazil,BRA,218586.7584,13984.87252,230.6081879,,Climate TRACE,,,,218586.7584,2021,,,,1835964265,,
Northwest Sani Ldfl,Sanitary Landfill,41.02,-79.9,United States,USA,4324892.913,73293.3,262.85,,Climate TRACE,,,,4324892.913,2021,,,,1835964128,,
"Maheshtala, Thakurpukur Maheshtala, South 24 Parganas, West Bengal, 700141, India, Site 2",Dumpsites,22.543930119509866,88.27549084384356,India,IND,279898.1167,14504.44181,230.5561259,,Climate TRACE,,,,279898.1167,2021,,,,1835964266,,
"Wang Chomphu, Phetchabun Province, Thailand",Dumpsites,16.245266298970705,101.0654059324926,Thailand,THA,346450.1332,15157.90982,262.6105324,,Climate TRACE,,,,346450.1332,2021,,,,1835964129,,
"Kasibugga, Palasa, Srikakulam, Andhra Pradesh, 532222, India",Dumpsites,18.782461518321195,84.44020993153514,India,IND,279480.9824,14482.82573,230.2125263,,Climate TRACE,,,,279480.9824,2021,,,,1835964267,,
"Shuangqing, Shuangqing District, 422000, China",Dumpsites,27.260151584901347,111.46444397376735,China,CHN,346142.3053,15144.44171,262.3771977,,Climate TRACE,,,,346142.3053,2021,,,,1835964130,,
"Abbusahebpeta, Badvel, Ysr, Andhra Pradesh, 516227, India",Dumpsites,14.720070108437193,79.07670936113003,India,IND,279414.8544,14479.39895,230.1580557,,Climate TRACE,,,,279414.8544,2021,,,,1835964268,,
"Mendarda, Mendarda Taluka, Junagadh District, Gujarat, 362260, India",Dumpsites,21.329618178728182,70.4369962396632,India,IND,317894.0429,16473.40718,261.8539196,,Climate TRACE,,,,317894.0429,2021,,,,1835964131,,
"Sa Rài, Tân Hồng District, Dong Thap Province, Vietnam",Dumpsites,10.861016231807803,105.47869128057016,Vietnam,VNM,303457.0671,13276.87426,230.0216231,,Climate TRACE,,,,303457.0671,2021,,,,1835964269,,
Limnos Landfill,Sanitary Landfill,39.9629118377686,25.0968074798583,Greece,GRC,147542.946,8514.163801,261.7425819,,Climate TRACE,,,,147542.946,2021,,,,1835964132,,
City Of Perryton Landfill,Sanitary Landfill,36.41667,-100.78834,United States,USA,1590888.301,6828.186383,229.2093292,,Climate TRACE,,,,1590888.301,2021,,,,1835964270,,
"Banswara, Banswara Tehsil, Banswara, Rajasthan, 327001, India",Dumpsites,23.536977789370077,74.45260735192922,India,IND,317494.9344,16452.72521,261.5251682,,Climate TRACE,,,,317494.9344,2021,,,,1835964133,,
"Dashi Subdistrict, Panyu District, Guangzhou City, Guangdong Province, 511431, China",Dumpsites,23.000659685782765,113.28798720192938,China,CHN,302268.5729,13224.87518,229.1207399,,Climate TRACE,,,,302268.5729,2021,,,,1835964271,,
"Shiqi, Panyu District, Guangzhou City, Guangdong Province, 511450, China",Dumpsites,22.9836089202943,113.40824789741761,China,CHN,344531.9264,15073.98431,261.1565243,,Climate TRACE,,,,344531.9264,2021,,,,1835964134,,
"Xishan District, Wuxi City, Jiangsu, 214100, China",Dumpsites,31.647249049249044,120.36465095435824,China,CHN,302221.8144,13222.8294,229.0852968,,Climate TRACE,,,,302221.8144,2021,,,,1835964272,,
"Lenninagar, Shyamnagar, Garshyamnagar, Barrackpur - I, North 24 Parganas, West Bengal, 743133, India",Dumpsites,22.817997561268932,88.37155166458874,India,IND,317036.1204,16428.94927,261.1472365,,Climate TRACE,,,,317036.1204,2021,,,,1835964135,,
"Nh68, Bhabhar, Bhabhar Taluka, Banas Kantha District, Gujarat, 385320, India",Dumpsites,24.0591044251402,71.59322519402613,India,IND,278028.8369,14407.57492,229.016373,,Climate TRACE,,,,278028.8369,2021,,,,1835964273,,
Bond County Lf,Sanitary Landfill,38.88497,-89.42086,United States,USA,1435080.0,62554.0,261.0042,,Climate TRACE,,,,1435080.0,2021,,,,1835964136,,
"Dumalagan, Agusan Del Norte, Caraga, Philippines",Dumpsites,8.922512425961562,125.46274992196402,Philippines,PHL,301928.6199,13210.00154,228.8630543,,Climate TRACE,,,,301928.6199,2021,,,,1835964274,,
"Maharlika Highway, Gapan, Nueva Ecija, Central Luzon, 3105, Philippines, Site 1",Dumpsites,15.330579521302054,120.93713700271677,Philippines,PHL,344072.0025,15053.86168,260.8079002,,Climate TRACE,,,,344072.0025,2021,,,,1835964137,,
Hillside Solid Waste Disposal Site,Sanitary Landfill,37.683,-122.444,United States,USA,1025065.339,37154.49956,228.821224,,Climate TRACE,,,,1025065.339,2021,,,,1835964275,,
"Palanpur Taluka, Banas Kantha District, Gujarat, 385001, India",Dumpsites,24.123407944362974,72.40531036972178,India,IND,316494.1631,16400.86481,260.7008184,,Climate TRACE,,,,316494.1631,2021,,,,1835964138,,
"Bhaga, Jharia, Jharia-Cum-Jorapokhar-Cum-Sindri, Dhanbad, Jharkhand, 828111, India",Dumpsites,23.7268510523691,86.41919535547053,India,IND,277784.0004,14394.88739,228.8146977,,Climate TRACE,,,,277784.0004,2021,,,,1835964276,,
"Nh65, Bhigwan, Indapur, Pune District, Maharashtra, 413130, India",Dumpsites,18.316194432215454,74.74653353291183,India,IND,316466.5072,16399.43167,260.6780378,,Climate TRACE,,,,316466.5072,2021,,,,1835964139,,
Milan City Lf,Sanitary Landfill,35.929,-88.795,United States,USA,180037.0,5449.0,228.6408068,,Climate TRACE,,,,180037.0,2021,,,,1835964277,,
"Chashan, Dongguan, Guangdong Province, 523000, China, Site 1",Dumpsites,23.042447083007712,113.85433621537666,China,CHN,343648.4846,15035.3319,260.486872,,Climate TRACE,,,,343648.4846,2021,,,,1835964140,,
Belladanza Landfill,Sanitary Landfill,43.403698,12.264194,Italy,ITA,128734.4601,7428.794865,228.3761499,,Climate TRACE,,,,128734.4601,2021,,,,1835964278,,
"Hat Khai Muk, Ko Chang Tai, Trat Province, 23170, Thailand",Dumpsites,12.077170144275303,102.28346055891421,Thailand,THA,343340.5711,15021.86005,260.2534724,,Climate TRACE,,,,343340.5711,2021,,,,1835964141,,
"Bueng Sanan Subdistrict, Sanan Rak Town Municipality, Thanyaburi District, Pathum Thani Province, 12110, Thailand",Dumpsites,14.068576746863762,100.8307312723677,Thailand,THA,301014.9434,13170.0263,228.170484,,Climate TRACE,,,,301014.9434,2021,,,,1835964279,,
Xylokastro Landfill,Sanitary Landfill,38.0741694444445,22.5905888888889,Greece,GRC,146247.0858,8439.384445,259.4437136,,Climate TRACE,,,,146247.0858,2021,,,,1835964142,,
"Tamboril, Santiago, 52000, Dominican Republic",Dumpsites,19.503043047241842,-70.62660072841177,Dominican Republic,DOM,215270.6333,13772.71151,227.1096886,,Climate TRACE,,,,215270.6333,2021,,,,1835964280,,
Fort Irwin Sanitary Landfill,Sanitary Landfill,35.26589,-116.66233,United States,USA,6874304.0,6177.0,259.1877892,,Climate TRACE,,,,6874304.0,2021,,,,1835964143,,
"Kasya, Kushinagar, Uttar Pradesh, 274402, India",Dumpsites,26.753753945045748,83.95317309881565,India,IND,275696.2409,14286.69878,227.09498,,Climate TRACE,,,,275696.2409,2021,,,,1835964281,,
"New Haven Layout Extension, Enugu, Enugu North, Enugu, P. O. Box 532, Nigeria",Dumpsites,6.454811117030798,7.541701812008993,Nigeria,NGA,314172.0904,21419.95865,259.1104297,,Climate TRACE,,,,314172.0904,2021,,,,1835964144,,
"Pondok Ranji, Ciputat Timur, South Tangerang, Banten, 15413, Indonesia",Dumpsites,-6.287516143583098,106.74369986059929,Indonesia,IDN,299232.4798,13092.03983,226.8193697,,Climate TRACE,,,,299232.4798,2021,,,,1835964282,,
Coffey County Lf,Sanitary Landfill,38.2065,-95.708,United States,USA,162161.0,6174.0,259.0619088,,Climate TRACE,,,,162161.0,2021,,,,1835964145,,
"Zhongxiu Middle Road, 观音山街道, Chongchuan District, Nantong, Jiangsu, 226000, China",Dumpsites,32.037274258488964,120.91726964684688,China,CHN,299203.8641,13090.78783,226.7976789,,Climate TRACE,,,,299203.8641,2021,,,,1835964283,,
"Government Hospital, Koilkuntla, Nandyal - Thimmanayunipeta Road, Koilakuntla, Koilkuntla, Kurnool District, Andhra Pradesh, 518134, India",Dumpsites,15.236633876550073,78.32046682184598,India,IND,313874.6994,16265.12306,258.5431283,,Climate TRACE,,,,313874.6994,2021,,,,1835964146,,
Bedford City Hylton Site,Sanitary Landfill,37.3333,-79.50416,United States,USA,84063.0,5405.0,226.7945606,,Climate TRACE,,,,84063.0,2021,,,,1835964284,,
"18A, Attapeu, Samakkhixay District, Attapeu, Laos",Dumpsites,14.810221918238886,106.77050705724005,Lao PDR,LAO,340920.7777,14915.98908,258.4192597,,Climate TRACE,,,,340920.7777,2021,,,,1835964147,,
Thomas County Landfill,Sanitary Landfill,39.389559,-101.006313,United States,USA,96588.53596,5401.0,226.62672,,Climate TRACE,,,,96588.53596,2021,,,,1835964285,,
"Jalan Tpa Arawa Bojoe, Uluale, South Sulawesi, 91661, Indonesia",Dumpsites,-3.927588392073618,119.74070124238514,Indonesia,IDN,340344.5849,14890.77945,257.9825033,,Climate TRACE,,,,340344.5849,2021,,,,1835964148,,
U.S.M.C. 29 Palms Disposal Site,Sanitary Landfill,34.133334,-116.05,United States,USA,555197.0,5395.0,226.3749592,,Climate TRACE,,,,555197.0,2021,,,,1835964286,,
"Temesi, Bali, 80716, Indonesia",Dumpsites,-8.563418599624764,115.34981103121935,Indonesia,IDN,340319.4091,14889.67796,257.96342,,Climate TRACE,,,,340319.4091,2021,,,,1835964149,,
"Mulyoharjo, Jepara, Central Java, Jepara Central Java 59417, Indonesia",Dumpsites,-6.571353335234865,110.66887973521604,Indonesia,IDN,298577.5021,13063.3832,226.322894,,Climate TRACE,,,,298577.5021,2021,,,,1835964287,,
"青山社区, Qianxi, Fenyi, Fenyi County, Xinyu, Jiangxi, China",Dumpsites,27.823365880644275,114.64934679997577,China,CHN,340263.9576,14887.25184,257.9213876,,Climate TRACE,,,,340263.9576,2021,,,,1835964150,,
"Samayapuram - Thirupanjili - Keelakannukulam Road, Manachanallur, Tiruchirappalli District, Tamil Nadu, 621009, India",Dumpsites,10.911340462494252,78.71142836612563,India,IND,274473.5749,14223.3397,226.0878523,,Climate TRACE,,,,274473.5749,2021,,,,1835964288,,
